contract_id,player_id,age,service_time,contract_year,duration,value,contract_type,position,stats_year,stats_window,bat_games,bat_plate_appearances,bat_at_bats,bat_hits,bat_doubles,bat_triples,bat_home_runs,bat_runs,bat_rbis,bat_stolen_bases,bat_caught_stealing,bat_walks,bat_strikeouts,bat_batting_avg,bat_on_base_pct,bat_slugging_pct,bat_ops,bat_wrc_plus,bat_war,bat_babip,bat_iso,bat_bb_pct,bat_k_pct,bat_hard_hit_pct,bat_barrel_pct,pit_games,pit_games_started,pit_innings_pitched,pit_wins,pit_losses,pit_saves,pit_holds,pit_strikeouts,pit_walks,pit_hits_allowed,pit_home_runs_allowed,pit_era,pit_whip,pit_k_per_9,pit_bb_per_9,pit_fip,pit_xfip,pit_siera,pit_war,pit_k_pct,pit_bb_pct,pit_k_bb_ratio,pit_ground_ball_pct,pit_fly_ball_pct,pit_hard_hit_pct
Flores_11526_2016,Flores_11526,24,2.003,2016,1,0.526014,pre-arb,SS,2015,1,137,510,483,127,22,0,16,55,59,0,1,19,63,0.263,0.295,0.408,0.703,95.0,1.7,0.273,0.145,0.037000000000000005,0.124,0.257,0.019,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent_11499_2016,Vincent_11499,29,2.067,2016,1,0.5255,pre-arb,RP,2015,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,26,0,23.0,0,1,0,0,22,10,25,0,2.35,1.52,8.61,3.91,2.52,4.26,3.9,0.3,0.22,0.1,2.2,0.324,0.397,0.27899999999999997
Harris_11606_2016,Harris_11606,31,2.102,2016,1,0.5255,pre-arb,RP,2015,1,68,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,1.0,,,68,0,71.0,5,5,2,13,68,22,42,8,1.9,0.9,8.62,2.79,3.65,3.31,3.11,0.4,0.24600000000000002,0.08,3.09,0.505,0.297,0.281
Solarte_14364_2016,Solarte_14364,28,2.0,2016,1,0.5255,pre-arb,3B,2015,1,152,571,526,142,33,4,14,63,63,1,0,34,56,0.27,0.32,0.428,0.748,109.0,1.8,0.279,0.158,0.06,0.098,0.316,0.021,,,,,,,,,,,,,,,,,,,,,,,,,
Bird_18114_2016,Bird_18114,23,0.053,2016,1,0.5253,pre-arb,1B,2015,1,46,178,157,41,9,0,11,26,31,0,0,19,53,0.261,0.343,0.529,0.871,137.0,1.1,0.319,0.268,0.107,0.298,0.5329999999999999,0.152,,,,,,,,,,,,,,,,,,,,,,,,,
Dyson_11451_2016,Dyson_11451,28,1.142,2016,1,0.52527,pre-arb,RP,2015,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,75,0,75.1,5,4,2,21,71,21,65,4,2.63,1.14,8.48,2.51,2.93,2.83,2.4,1.2,0.23,0.068,3.38,0.688,0.14400000000000002,0.32899999999999996
Gose_11464_2016,Gose_11464,25,2.082,2016,1,0.525,pre-arb,RP,2015,1,140,535,485,123,24,8,5,73,26,23,11,45,145,0.254,0.321,0.367,0.688,89.0,0.6,0.352,0.113,0.084,0.271,0.31,0.023,,,,,,,,,,,,,,,,,,,,,,,,,
Cron_14209_2016,Cron_14209,26,1.11,2016,1,0.525,pre-arb,1B,2015,1,113,404,378,99,17,1,16,37,51,3,1,17,82,0.262,0.3,0.439,0.739,104.0,0.5,0.293,0.177,0.042,0.203,0.35700000000000004,0.087,,,,,,,,,,,,,,,,,,,,,,,,,
Hernández_11516_2016,Hernández_11516,26,1.154,2016,1,0.525,pre-arb,2B,2015,1,127,452,405,110,20,4,1,57,35,19,5,40,86,0.272,0.339,0.348,0.687,92.0,1.3,0.342,0.077,0.08800000000000001,0.19,0.26899999999999996,0.012,,,,,,,,,,,,,,,,,,,,,,,,,
Ortega_11611_2016,Ortega_11611,25,0.004,2016,1,0.525,pre-arb,CF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treinen_16022_2016,Treinen_16022,28,1.065,2016,1,0.5249,pre-arb,RP,2015,1,60,4,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,-0.1,0.0,0.0,0.0,0.25,0.0,0.0,60,0,67.2,2,5,0,10,65,32,62,4,3.86,1.39,8.65,4.26,3.49,3.31,3.28,0.4,0.23199999999999998,0.114,2.03,0.627,0.153,0.354
Whitley_15664_2016,Whitley_15664,27,1.125,2016,1,0.524525,pre-arb,RP,2015,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,4,4,19.1,1,2,0,0,16,5,20,3,4.19,1.29,7.45,2.33,4.58,4.24,3.97,0.1,0.19,0.06,3.2,0.49200000000000005,0.373,0.41
Davis_12147_2016,Davis_12147,28,2.104,2016,1,0.5245,pre-arb,LF,2015,1,121,440,392,97,16,2,27,54,66,6,2,44,122,0.247,0.323,0.505,0.828,122.0,1.2,0.285,0.258,0.1,0.27699999999999997,0.43200000000000005,0.147,,,,,,,,,,,,,,,,,,,,,,,,,
Ramirez_11468_2016,Ramirez_11468,27,1.158,2016,1,0.5245,pre-arb,RP,2015,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,19,0,14.0,1,0,0,2,15,6,12,1,3.21,1.29,9.64,3.86,3.21,4.07,3.53,0.1,0.25,0.1,2.5,0.385,0.436,0.59
Rosscup_14048_2016,Rosscup_14048,28,1.105,2016,1,0.5245,pre-arb,RP,2015,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,33,0,26.2,2,1,0,6,29,13,26,5,4.39,1.46,9.79,4.39,4.86,4.03,3.7,-0.4,0.24600000000000002,0.11,2.23,0.35600000000000004,0.397,0.316
Fiers_8696_2016,Fiers_8696,31,2.085,2016,1,0.5241,pre-arb,SP,2015,1,31,34,30,3,0,0,0,0,0,0,0,0,12,0.1,0.1,0.1,0.2,-60.0,-0.2,0.167,0.0,0.0,0.353,0.136,0.0,31,30,180.1,7,10,0,0,180,64,162,24,3.69,1.25,8.98,3.19,4.03,4.04,3.84,2.4,0.237,0.084,2.81,0.376,0.42100000000000004,0.297
Cedeño_10687_2016,Cedeño_10687,29,2.06,2016,1,0.5241,pre-arb,RP,2015,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,66,0,46.0,4,1,1,19,47,14,40,4,2.35,1.17,9.2,2.74,3.26,3.16,2.92,0.5,0.249,0.07400000000000001,3.36,0.532,0.258,0.254
A. Taylor_15817_2016,A. Taylor_15817,25,1.037,2016,1,0.524,pre-arb,CF,2015,1,138,511,472,108,15,2,14,49,63,16,3,35,158,0.229,0.282,0.358,0.64,69.0,-0.1,0.311,0.129,0.068,0.309,0.35600000000000004,0.063,,,,,,,,,,,,,,,,,,,,,,,,,
Myers_11711_2016,Myers_11711,25,2.104,2016,1,0.5239,pre-arb,1B,2015,1,60,253,225,57,13,1,8,40,29,5,2,27,55,0.253,0.336,0.427,0.763,115.0,1.0,0.302,0.173,0.107,0.217,0.4,0.071,,,,,,,,,,,,,,,,,,,,,,,,,
Karns_12065_2016,Karns_12065,28,1.033,2016,1,0.5237,pre-arb,SP,2015,1,27,5,4,1,0,0,1,1,1,0,0,0,3,0.25,0.25,1.0,1.25,240.0,0.2,0.0,0.75,0.0,0.6,0.5,0.5,27,26,147.0,7,5,0,0,145,56,132,19,3.67,1.28,8.88,3.43,4.09,3.9,3.9,1.4,0.233,0.09,2.59,0.419,0.365,0.371
Joseph_13986_2016,Joseph_13986,30,1.145,2016,1,0.5235,pre-arb,C,2015,1,100,355,320,75,16,1,11,38,49,0,0,27,72,0.234,0.299,0.394,0.693,88.0,2.1,0.269,0.159,0.076,0.203,0.316,0.055,,,,,,,,,,,,,,,,,,,,,,,,,
McFarland_12059_2016,McFarland_12059,27,2.061,2016,1,0.5235,pre-arb,RP,2015,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,30,0,40.1,2,2,0,3,26,18,52,4,4.91,1.74,5.8,4.02,4.47,4.06,3.77,-0.1,0.138,0.096,1.44,0.643,0.168,0.389
Hendriks_8537_2016,Hendriks_8537,27,2.038,2016,1,0.5234,pre-arb,RP,2015,1,58,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,354.0,0.0,0.0,0.0,1.0,0.0,,,58,0,64.2,5,0,0,5,71,11,59,3,2.92,1.08,9.88,1.53,2.14,2.8,2.49,1.5,0.272,0.042,6.45,0.46299999999999997,0.311,0.35
Inciarte_12151_2016,Inciarte_12151,25,1.157,2016,1,0.523,pre-arb,CF,2015,1,132,561,524,159,27,5,6,73,45,21,10,26,58,0.303,0.338,0.408,0.747,100.0,2.4,0.329,0.105,0.046,0.10300000000000001,0.19899999999999998,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,
Dickerson_14123_2016,Dickerson_14123,27,2.101,2016,1,0.5229,pre-arb,OF,2015,1,65,234,224,68,18,2,10,30,31,0,1,10,56,0.304,0.333,0.536,0.869,121.0,0.6,0.367,0.232,0.043,0.239,0.387,0.107,,,,,,,,,,,,,,,,,,,,,,,,,
Odor_15684_2016,Odor_15684,22,1.121,2016,1,0.5227,pre-arb,2B,2015,1,120,470,426,111,21,9,16,54,61,6,7,23,79,0.261,0.316,0.465,0.781,107.0,2.5,0.283,0.204,0.049,0.168,0.331,0.054000000000000006,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson_12038_2016,Wilson_12038,29,2.038,2016,1,0.5225,pre-arb,RP,2015,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,59,1,70.0,3,3,2,7,38,11,61,5,2.19,1.03,4.89,1.41,3.53,4.21,3.93,0.8,0.139,0.04,3.45,0.505,0.345,0.266
Dietrich_13082_2016,Dietrich_13082,26,1.151,2016,1,0.5225,pre-arb,2B,2015,1,90,289,250,64,14,3,10,38,24,0,2,23,65,0.256,0.346,0.456,0.802,122.0,0.6,0.303,0.2,0.08,0.225,0.35600000000000004,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
Schoop_11751_2016,Schoop_11751,24,2.027,2016,1,0.5225,pre-arb,2B,2015,1,86,321,305,85,17,0,15,34,39,2,0,9,79,0.279,0.306,0.482,0.788,113.0,1.3,0.329,0.203,0.027999999999999997,0.24600000000000002,0.406,0.087,,,,,,,,,,,,,,,,,,,,,,,,,
Springer_14174_2016,Springer_14174,26,1.166,2016,1,0.5224,pre-arb,RF,2015,1,102,451,388,107,19,2,16,59,41,16,4,50,109,0.276,0.367,0.459,0.826,133.0,3.9,0.342,0.183,0.111,0.242,0.415,0.095,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson_15660_2016,Nelson_15660,27,1.107,2016,1,0.5223,pre-arb,SP,2015,1,30,59,55,6,1,0,0,1,2,0,0,1,34,0.109,0.125,0.127,0.252,-43.0,-0.2,0.286,0.018,0.017,0.5760000000000001,0.125,0.0,30,30,177.1,11,13,0,0,148,65,163,18,4.11,1.29,7.51,3.3,4.1,4.06,4.09,1.9,0.19699999999999998,0.086,2.28,0.506,0.294,0.295
Schwarber_15329_2016,Schwarber_15329,23,0.086,2016,1,0.522,pre-arb,LF,2015,1,69,273,232,57,6,1,16,52,43,3,3,36,77,0.246,0.355,0.487,0.842,131.0,1.8,0.293,0.241,0.132,0.282,0.423,0.122,,,,,,,,,,,,,,,,,,,,,,,,,
Carrera_8510_2016,Carrera_8510,29,2.039,2016,1,0.5218,pre-arb,CF,2015,1,91,192,172,47,8,0,3,27,26,2,1,11,45,0.273,0.321,0.372,0.693,90.0,0.1,0.349,0.099,0.057,0.23399999999999999,0.313,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,
Colomé_11472_2016,Colomé_11472,27,1.118,2016,1,0.5217,pre-arb,RP,2015,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,43,13,109.2,8,5,0,8,88,31,112,9,3.94,1.3,7.22,2.54,3.55,4.05,3.99,1.8,0.193,0.068,2.84,0.401,0.353,0.332
Ahmed_14003_2016,Ahmed_14003,26,1.054,2016,1,0.5216,pre-arb,SS,2015,1,134,459,421,95,17,6,9,49,34,4,5,29,81,0.226,0.275,0.359,0.634,66.0,1.0,0.257,0.133,0.063,0.17600000000000002,0.22399999999999998,0.017,,,,,,,,,,,,,,,,,,,,,,,,,
Severino_18091_2016,Severino_18091,22,0.061,2016,1,0.5213,pre-arb,SP,2015,1,11,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,11,11,62.1,5,3,0,0,56,22,53,9,2.89,1.2,8.09,3.18,4.37,3.72,3.84,0.7,0.22,0.086,2.55,0.503,0.297,0.303
Quackenbush_15669_2016,Quackenbush_15669,27,1.136,2016,1,0.5212,pre-arb,RP,2015,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,57,0,58.1,3,2,0,2,58,20,52,6,4.01,1.23,8.95,3.09,3.56,3.69,3.36,0.1,0.239,0.08199999999999999,2.9,0.436,0.35600000000000004,0.366
Pillar_15766_2016,Pillar_15766,27,1.113,2016,1,0.5211,pre-arb,CF,2015,1,159,628,586,163,31,2,12,76,56,25,4,28,85,0.278,0.314,0.399,0.713,94.0,3.7,0.306,0.121,0.045,0.135,0.265,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez_13984_2016,Rodriguez_13984,23,0.13,2016,1,0.521,pre-arb,SP,2015,1,21,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,21,21,121.2,10,6,0,0,98,37,120,13,3.85,1.29,7.25,2.74,3.92,4.05,4.16,1.8,0.188,0.071,2.65,0.43,0.33399999999999996,0.313
Shuck_8691_2016,Shuck_8691,29,2.111,2016,1,0.521,pre-arb,LF,2015,1,79,165,143,38,8,2,0,15,15,7,5,16,16,0.266,0.34,0.35,0.689,93.0,-0.2,0.295,0.084,0.09699999999999999,0.09699999999999999,0.235,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Báez_14056_2016,Báez_14056,23,0.089,2016,1,0.521,pre-arb,2B,2015,1,28,80,76,22,6,0,1,4,4,1,2,4,24,0.289,0.325,0.408,0.733,97.0,0.4,0.412,0.118,0.05,0.3,0.327,0.096,,,,,,,,,,,,,,,,,,,,,,,,,
Ray_14151_2016,Ray_14151,24,1.007,2016,1,0.521,pre-arb,SP,2015,1,23,36,31,3,1,0,0,0,0,0,0,0,14,0.097,0.097,0.129,0.226,-56.0,-0.2,0.176,0.032,0.0,0.389,0.0,0.0,23,23,127.2,5,12,0,0,119,49,121,9,3.52,1.33,8.39,3.45,3.53,4.03,4.05,2.3,0.218,0.09,2.43,0.433,0.34600000000000003,0.358
Odorizzi_11583_2016,Odorizzi_11583,26,2.042,2016,1,0.5207,pre-arb,SP,2015,1,28,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,28,28,169.1,9,9,0,0,150,46,149,18,3.35,1.15,7.97,2.44,3.61,3.96,3.9,2.9,0.214,0.066,3.26,0.373,0.406,0.33899999999999997
Freeman_11475_2016,Freeman_11475,29,2.05,2016,1,0.5207,pre-arb,RP,2015,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,54,0,38.1,0,0,0,12,40,25,31,4,3.05,1.46,9.39,5.87,4.59,4.43,4.22,-0.1,0.23399999999999999,0.146,1.6,0.485,0.301,0.262
Hardy_14150_2016,Hardy_14150,29,1.106,2016,1,0.5205,pre-arb,RP,2015,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,61.1,5,3,0,13,55,22,61,2,3.08,1.35,8.07,3.23,2.89,4.08,3.78,1.3,0.20800000000000002,0.083,2.5,0.39,0.368,0.273
Peterson_15739_2016,Peterson_15739,26,1.058,2016,1,0.5205,pre-arb,LF,2015,1,152,597,528,126,23,5,6,55,52,12,10,56,120,0.239,0.314,0.335,0.649,79.0,1.0,0.296,0.097,0.094,0.201,0.263,0.033,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez_11570_2016,Rodriguez_11570,25,2.12,2016,1,0.5205,pre-arb,RP,2015,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,18,0,10.1,0,0,0,4,8,3,10,0,2.61,1.26,6.97,2.61,2.46,3.46,3.5,0.2,0.19,0.071,2.67,0.484,0.226,0.161
Lamb_14006_2016,Lamb_14006,25,1.053,2016,1,0.5203,pre-arb,3B,2015,1,107,390,350,92,15,5,6,38,34,3,2,36,97,0.263,0.331,0.386,0.716,91.0,1.4,0.344,0.123,0.092,0.249,0.379,0.063,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson_12082_2016,Anderson_12082,28,1.146,2016,1,0.5202,pre-arb,SP,2015,1,28,57,48,5,0,0,0,0,3,0,0,1,23,0.104,0.122,0.104,0.227,-52.0,-0.3,0.2,0.0,0.018000000000000002,0.40399999999999997,0.121,0.0,27,27,152.2,6,6,0,0,111,40,158,18,4.3,1.3,6.54,2.36,4.14,4.17,4.26,1.8,0.17300000000000001,0.063,2.78,0.42,0.344,0.311
Lake_11629_2016,Lake_11629,26,1.142,2016,1,0.5202,pre-arb,LF,2015,1,29,84,80,16,7,0,1,4,5,4,0,4,29,0.2,0.238,0.325,0.563,50.0,-0.6,0.3,0.125,0.048,0.345,0.353,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
Goins_14354_2016,Goins_14354,28,1.166,2016,1,0.5202,pre-arb,2B,2015,1,128,428,376,94,16,4,5,52,45,2,1,39,83,0.25,0.318,0.354,0.672,85.0,1.3,0.304,0.104,0.091,0.19399999999999998,0.321,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
Otero_9416_2016,Otero_9416,31,2.124,2016,1,0.52,pre-arb,RP,2015,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,41,0,46.2,2,4,0,2,28,6,64,7,6.75,1.5,5.4,1.16,4.4,3.93,3.72,-0.1,0.13699999999999998,0.028999999999999998,4.67,0.485,0.281,0.387
Hernandez_15789_2016,Hernandez_15789,24,1.054,2016,1,0.52,pre-arb,LF,2015,1,76,218,202,62,12,2,7,24,22,0,2,11,46,0.307,0.346,0.49,0.836,132.0,1.5,0.364,0.183,0.05,0.21100000000000002,0.434,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Pederson_14229_2016,Pederson_14229,24,1.028,2016,1,0.52,pre-arb,CF,2015,1,151,585,480,101,19,1,26,67,54,4,7,92,170,0.21,0.346,0.417,0.763,116.0,3.1,0.262,0.206,0.157,0.29100000000000004,0.452,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,
Lobstein_12106_2016,Lobstein_12106,26,1.033,2016,1,0.52,pre-arb,RP,2015,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,13,11,63.2,3,8,0,0,32,23,78,7,5.94,1.59,4.52,3.25,4.64,4.65,4.88,0.5,0.114,0.08199999999999999,1.39,0.523,0.27899999999999997,0.37799999999999995
Morin_14204_2016,Morin_14204,25,1.137,2016,1,0.52,pre-arb,RP,2015,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,47,0,35.1,4,2,1,5,41,9,36,3,6.37,1.27,10.44,2.29,2.85,3.46,2.82,0.5,0.272,0.06,4.56,0.389,0.43200000000000005,0.28300000000000003
Baez_15657_2016,Baez_15657,28,1.059,2016,1,0.52,pre-arb,RP,2015,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,52,0,51.0,4,2,0,11,60,11,47,4,3.35,1.14,10.59,1.94,2.51,3.16,2.58,1.0,0.28800000000000003,0.053,5.45,0.376,0.436,0.287
Grichuk_15765_2016,Grichuk_15765,24,1.06,2016,1,0.52,pre-arb,RF,2015,1,103,350,323,89,23,7,17,49,47,4,2,22,110,0.276,0.329,0.548,0.877,138.0,3.0,0.365,0.272,0.063,0.314,0.467,0.168,,,,,,,,,,,,,,,,,,,,,,,,,
Buchter_14010_2016,Buchter_14010,29,0.01,2016,1,0.52,pre-arb,RP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pressly_12173_2016,Pressly_12173,27,2.053,2016,1,0.52,pre-arb,RP,2015,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,27,0,27.2,3,2,0,4,22,12,27,0,2.93,1.41,7.16,3.9,2.84,4.28,4.15,0.5,0.185,0.10099999999999999,1.83,0.47,0.325,0.365
Chafin_15178_2016,Chafin_15178,26,1.02,2016,1,0.5197,pre-arb,RP,2015,1,66,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,66,0,75.0,5,1,2,16,58,30,56,3,2.76,1.15,6.96,3.6,3.35,3.75,3.7,0.8,0.19,0.098,1.93,0.585,0.22699999999999998,0.341
Marisnick_14317_2016,Marisnick_14317,25,1.145,2016,1,0.5195,pre-arb,CF,2015,1,133,372,339,80,15,4,9,46,36,24,9,18,105,0.236,0.281,0.383,0.665,83.0,1.8,0.31,0.147,0.048,0.282,0.266,0.053,,,,,,,,,,,,,,,,,,,,,,,,,
McCann_14154_2016,McCann_14154,26,1.028,2016,1,0.5195,pre-arb,C,2015,1,114,425,401,106,18,5,7,32,41,0,1,16,90,0.264,0.297,0.387,0.683,84.0,-0.6,0.325,0.122,0.038,0.212,0.377,0.035,,,,,,,,,,,,,,,,,,,,,,,,,
Alvarez_14141_2016,Alvarez_14141,27,1.059,2016,1,0.5195,pre-arb,RP,2015,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,64,0,67.0,4,3,0,7,59,23,58,5,3.49,1.21,7.93,3.09,3.6,3.9,3.53,0.4,0.20800000000000002,0.081,2.57,0.51,0.299,0.276
Barrett_16013_2016,Barrett_16013,28,1.144,2016,1,0.5194,pre-arb,RP,2015,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,40,0,29.1,3,3,0,10,35,7,28,1,4.6,1.19,10.74,2.15,2.21,3.03,2.57,0.9,0.285,0.057,5.0,0.434,0.32899999999999996,0.37200000000000005
Geltz_11577_2016,Geltz_11577,28,1.035,2016,1,0.5193,pre-arb,RP,2015,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,70,2,67.1,2,6,2,20,61,26,45,8,3.74,1.05,8.15,3.48,4.11,4.54,3.9,0.2,0.22699999999999998,0.09699999999999999,2.35,0.335,0.511,0.37799999999999995
Boxberger_11493_2016,Boxberger_11493,28,2.109,2016,1,0.5192,pre-arb,RP,2015,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,69,0,63.0,4,10,41,2,74,32,54,9,3.71,1.37,10.57,4.57,4.26,4.0,3.5,0.0,0.273,0.11800000000000001,2.31,0.363,0.425,0.28800000000000003
Martinez_15682_2016,Martinez_15682,25,1.143,2016,1,0.51919,pre-arb,SP,2015,1,24,4,4,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,-0.1,0.0,0.0,0.0,0.25,0.0,0.0,24,21,125.0,7,7,0,0,77,46,135,16,3.96,1.45,5.54,3.31,4.98,4.99,4.92,0.5,0.138,0.08199999999999999,1.67,0.423,0.337,0.353
Jeffress_7419_2016,Jeffress_7419,28,2.104,2016,1,0.5191,pre-arb,RP,2015,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,72,0,68.0,5,0,0,23,67,22,64,5,2.65,1.26,8.87,2.91,3.22,3.0,2.85,0.7,0.235,0.077,3.05,0.5820000000000001,0.18,0.301
Holaday_11603_2016,Holaday_11603,28,2.025,2016,1,0.519,pre-arb,C,2015,1,24,65,64,18,5,0,2,3,13,0,0,1,13,0.281,0.292,0.453,0.745,100.0,0.1,0.327,0.172,0.015,0.2,0.275,0.078,,,,,,,,,,,,,,,,,,,,,,,,,
Swihart_14043_2016,Swihart_14043,24,0.156,2016,1,0.5185,pre-arb,C,2015,1,84,309,288,79,17,1,5,47,31,4,2,18,77,0.274,0.319,0.392,0.712,93.0,0.9,0.359,0.118,0.057999999999999996,0.249,0.272,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,
Jungmann_16536_2016,Jungmann_16536,26,0.118,2016,1,0.5185,pre-arb,RP,2015,1,21,44,37,10,2,0,0,2,0,0,0,1,12,0.27,0.289,0.324,0.614,65.0,0.4,0.4,0.054,0.023,0.273,0.09699999999999999,0.0,21,21,119.1,9,8,0,0,107,47,106,11,3.77,1.28,8.07,3.54,3.92,4.1,4.11,1.5,0.214,0.094,2.28,0.46299999999999997,0.331,0.322
Colon_14198_2016,Colon_14198,27,1.022,2016,1,0.518425,pre-arb,2B,2015,1,43,119,107,31,5,0,0,8,6,3,2,11,17,0.29,0.356,0.336,0.692,94.0,0.2,0.344,0.047,0.092,0.14300000000000002,0.198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ramírez_14106_2016,Ramírez_14106,23,1.074,2016,1,0.5182,pre-arb,3B,2015,1,97,355,315,69,14,3,6,50,27,10,4,32,39,0.219,0.291,0.34,0.631,72.0,0.5,0.232,0.121,0.09,0.11,0.24,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
Gennett_13290_2016,Gennett_13290,26,2.071,2016,1,0.5181,pre-arb,2B,2015,1,114,391,375,99,18,4,6,42,29,1,3,12,68,0.264,0.294,0.381,0.675,78.0,0.2,0.309,0.117,0.031,0.174,0.228,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Rupp_14335_2016,Rupp_14335,27,1.089,2016,1,0.518,pre-arb,C,2015,1,81,299,270,63,9,1,9,24,28,0,1,24,71,0.233,0.301,0.374,0.675,81.0,0.5,0.281,0.141,0.08,0.237,0.353,0.075,,,,,,,,,,,,,,,,,,,,,,,,,
