contract_id,player_id,age,service_time,contract_year,duration,value,contract_type,position,stats_year,stats_window,bat_games,bat_plate_appearances,bat_at_bats,bat_hits,bat_doubles,bat_triples,bat_home_runs,bat_runs,bat_rbis,bat_stolen_bases,bat_caught_stealing,bat_walks,bat_strikeouts,bat_batting_avg,bat_on_base_pct,bat_slugging_pct,bat_ops,bat_wrc_plus,bat_war,bat_babip,bat_iso,bat_bb_pct,bat_k_pct,bat_hard_hit_pct,bat_barrel_pct,pit_games,pit_games_started,pit_innings_pitched,pit_wins,pit_losses,pit_saves,pit_holds,pit_strikeouts,pit_walks,pit_hits_allowed,pit_home_runs_allowed,pit_era,pit_whip,pit_k_per_9,pit_bb_per_9,pit_fip,pit_xfip,pit_siera,pit_war,pit_k_pct,pit_bb_pct,pit_k_bb_ratio,pit_ground_ball_pct,pit_fly_ball_pct,pit_hard_hit_pct
Schwindel_28880_2019,Schwindel_28880,27,1.063,2019,1,0.555,pre-arb,1B,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilome_24551_2019,Kilome_24551,24,0.075,2019,1,0.555,pre-arb,P,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speier_28875_2019,Speier_28875,24,0.0,2019,1,0.555,pre-arb,P,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper_24231_2019,Cooper_24231,28,1.053,2019,1,0.555,pre-arb,1B,2018,1,14,38,33,7,1,0,0,2,2,0,0,4,12,0.212,0.316,0.242,0.558,67.0,0.2,0.333,0.03,0.105,0.316,0.23800000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Stubbs_28207_2019,Stubbs_28207,26,0.0,2019,1,0.555,pre-arb,C,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lux_20127_2019,Lux_20127,21,0.0,2019,1,0.555,pre-arb,SS,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabrera_28171_2019,Cabrera_28171,22,0.0,2019,1,0.555,pre-arb,RP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartlieb_30107_2019,Hartlieb_30107,25,0.0,2019,1,0.555,pre-arb,P,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyes_28170_2019,Reyes_28170,26,0.0,2019,1,0.555,pre-arb,RP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallegos_21190_2019,Gallegos_21190,27,0.085,2019,1,0.555,pre-arb,RP,2018,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,11.1,0,0,1,0,12,3,11,2,3.97,1.24,9.53,2.38,4.13,3.59,3.23,0.0,0.267,0.067,4.0,0.345,0.414,0.5
Urshela_16522_2019,Urshela_16522,27,1.127,2019,1,0.555,pre-arb,3B,2018,1,19,46,43,10,1,0,1,7,3,0,0,2,10,0.233,0.283,0.326,0.608,66.0,-0.1,0.281,0.093,0.043,0.217,0.303,0.061,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkman_21280_2019,Sparkman_21280,27,1.001,2019,1,0.555,pre-arb,P,2018,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,15,3,38.1,0,3,0,0,27,15,47,3,4.46,1.62,6.34,3.52,4.02,4.73,4.67,0.3,0.153,0.085,1.8,0.47,0.303,0.368
Soto_24622_2019,Soto_24622,24,0.0,2019,1,0.555,pre-arb,P,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canning_23256_2019,Canning_23256,23,0.0,2019,1,0.555,pre-arb,SP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro_28051_2019,Castro_28051,25,0.01,2019,1,0.555,pre-arb,3B,2018,1,6,10,10,3,0,0,0,2,0,1,0,0,2,0.3,0.3,0.3,0.6,61.0,0.1,0.375,0.0,0.0,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ramirez_18349_2019,Ramirez_18349,24,0.0,2019,1,0.555,pre-arb,RF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fillmyer_24638_2019,Fillmyer_24638,25,0.104,2019,1,0.555,pre-arb,RP,2018,1,17,5,4,1,1,0,0,0,1,0,0,0,3,0.25,0.25,0.5,0.75,94.0,0.1,1.0,0.25,0.0,0.6,0.5,0.0,17,13,82.1,4,2,0,0,57,32,78,11,4.26,1.34,6.23,3.5,4.75,4.6,4.84,0.5,0.166,0.09300000000000001,1.78,0.46399999999999997,0.313,0.34
