player_id,mlbam_id
Corbin_11006,571578
Clemens_11588,518560
Aumont_8650,518418
Ortega_11611,542364
Brothers_9151,571521
Brantly_11566,542963
Ross_9422,543726
Mendez_12045,542669
Flaherty_9147,475247
Dyson_11451,473879
Freeman_11475,518693
León_10683,506702
Barnes_10661,488683
Van Slyke_10699,475100
Doolittle_8596,448281
Tolleson_11571,474521
Miller_11476,571946
Marte_11078,516782
Fife_11569,543155
Vogt_9421,519390
Geltz_11577,544993
Koehler_11563,543408
Abreu_457,473234
Rosenthal_11478,572096
Moore_10120,489138
Skaggs_11306,572140
Thornburg_11561,592804
Rosario_9153,501647
Rosario_9153,501647
Harris_11606,501789
Smith_10666,519293
Peralta_8697,503449
Gomes_11466,543228
Parker_10684,453284
Rusin_11627,543734
Hamels_639,430935
Martin_477,431145
Cabrera_575,466320
Montero_116,471083
Lannan_926,458709
Price_7536,456034
Bailey_5314,457732
Masterson_5187,475416
Stauffer_7184,431162
Porcello_5235,519144
Niemann_836,435298
Bailey_200,456701
Saltalamacchia_5394,457454
O'Flaherty_763,447714
Smith_5232,452234
Casilla_608,433586
Moseley_444,400291
Roberts_5169,440251
Perez_358,460370
Veras_5307,407842
Gomez_521,460576
Logan_6468,457429
Mujica_5340,465629
Howell_833,434442
Schierholtz_5356,435625
Andino_315,435180
Aceves_5303,469686
Aviles_8453,449107
Coke_5304,457435
Badenhop_5242,488674
Albers_44,458006
Miller_329,453192
Getz_5208,460051
Kelly_7384,430603
Resop_7496,434592
Morales_264,462985
Janish_5217,457926
Williams_8549,425532
Bergesen_5179,448269
Baker_5249,434633
Kottaras_5188,435459
Burriss_5353,502034
Rosales_5218,489267
Kelley_5369,518875
Murphy_7649,430906
Kemp_469,461314
Lincecum_728,453311
Garcia_5381,448802
Janssen_919,445163
Masset_185,434665
Schumaker_798,435401
Arredondo_5267,461766
Pujols_795,405395
Reyes_559,408314
Wilson_874,450351
Buehrle_169,279824
Papelbon_101,449097
Ramirez_159,133380
Rollins_649,276519
Cuddyer_519,150212
Bell_661,425514
Beltrán_541,136860
Willingham_344,425545
Kubel_525,430585
Nathan_530,150274
Crisp_89,424825
Furcal_465,279577
Francisco_5399,407911
Harang_216,421685
Hill_908,431094
Jackson_834,429719
Barmes_249,425549
Capuano_489,425626
DeJesus_401,430203
Chen_7202,136600
Ellis_615,407885
Madson_645,425492
Infante_21,408299
Peña_848,150289
Carroll_244,425206
Hernández_58,150421
Hairston Jr._5221,150020
Scott_76,432928
Saunders_451,434578
Sizemore_361,429713
Oswalt_379,400061
Oliver_446,119984
Rivera_448,407487
Cordero_207,150188
Bédard_747,407853
González_213,136460
Maholm_701,430904
Barajas_905,150148
Wang_599,425426
García_7461,150119
Santiago_305,421124
Broxton_461,455009
Bloomquist_750,217100
Rauch_928,400010
Theriot_162,444135
Betemit_572,400140
Dotel_174,136734
Hawkins_583,115629
Kotchman_440,425773
Wood_164,134268
Dobbs_634,425785
Marquis_152,150302
Punto_532,346857
Ludwick_789,407886
Doumit_693,425491
Nix_5223,425556
Rodney_302,407845
Blake_239,232694
Jones_468,116662
Betancourt_749,435358
Colon_5205,112526
Molina_590,150040
Saito_481,493416
McLouth_703,434661
Keppinger_219,433898
Chavez_546,346795
Francis_254,433585
Iwakuma_8737,547874
Shoppach_360,431159
Coffey_206,434298
Thome_192,123272
Kotsay_27,117276
Blanco_133,111072
Johnson_5201,407862
Cedeno_134,430592
Qualls_123,430589
Hairston_672,430668
Sherrill_77,430941
Ibañez_757,116380
Laird_5236,408042
Treanor_341,276354
MacDougal_7433,213680
Gomes_7025,430404
Willis_311,425883
Overbay_911,407489
Wilson_714,333292
Mota_503,150407
Ayala_920,425646
Mijares_5290,467726
Wheeler_841,235095
Chávez_609,136767
Matsui_589,425686
Durbin_635,239795
Lewis_727,430930
Ohlendorf_592,456027
Schneider_562,150411
Zumaya_313,451491
Kennedy_784,150456
Derosa_137,136660
López_760,430946
Hensley_7182,454535
Romero_650,240694
Batista_746,110683
Snyder_127,430965
Hernandez_524,115817
Whiteside_7514,434630
Kuo_471,425539
Brackman_573,457581
Abreu_570,110029
González_668,408236
Sabathia_359,282332
Phillips_223,408252
Ramírez_5210,493351
Scott_76,432928
Helton_257,115732
Viciedo_7280,493364
Alonso_7281,475174
Stults_12052,445590
Baxter_7655,488689
Fien_11021,502272
Tovar_12081,541600
Thayer_10700,445612
Veal_5331,453264
Cedeño_10687,458584
Corporán_11596,449786
Ruggiano_853,448605
Ruggiano_853,448605
Ambriz_7293,459932
Kelly_11495,543391
Layne_11496,518927
Hicks_12148,543305
Almonte_14343,501659
Colomé_11472,517008
Wilson_12038,543935
Wood_13957,622072
Webster_11750,543903
Albers_13532,452027
Gose_11464,543238
Gose_11464,543238
Pérez_16119,542233
Hamilton_14087,571740
Lalli_14001,503351
Tekotte_8790,493574
Miller_14340,543543
Miller_14340,543543
Workman_14034,519443
Flynn_16084,543169
Flynn_16084,543169
Smith_16044,572143
Thielbar_14320,573204
Rupp_14335,519237
Martinez_5245,593372
Bettis_14117,518452
Jenkins_11767,554432
Jenkins_11767,554432
Anderson_12082,502624
Roe_15631,475054
Gimenez_8616,460269
Owings_13991,572008
Bethancourt_12139,542194
Vazquez_12037,543877
Dickerson_14123,572816
Hernández_11516,514917
Webb_14062,543900
Salazar_11615,517593
Santana_14323,542454
Hale_12140,571735
Holmberg_14082,571787
Martinez_14184,451075
Dietrich_13082,518618
Dietrich_13082,518618
Navarro_14220,519068
Adrianza_11490,501303
Adrianza_11490,501303
Romero_16029,544836
Gattis_12164,594828
Cole_13294,543037
Hembree_15653,592390
Hembree_15653,592390
Rondón_11934,444468
Krol_14142,571871
Ramírez_14109,500724
Bradley Jr._12166,598265
Marisnick_14317,545350
Marisnick_14317,545350
Petricka_14061,502593
Paxton_14341,572020
Paxton_14341,572020
Gyorko_12168,576397
Sucre_15675,491696
Sucre_15675,491696
Nelson_15660,519076
Butler_16140,542994
Lamb_11785,543424
Ryan Murphy_14326,571974
Ryan Murphy_14326,571974
Pettibone_12264,543643
Schoop_11751,570731
Villar_14178,542340
Cisnero_12263,542585
Fields_12145,451661
Phegley_12099,572033
Fernández_12167,605228
Fernández_12167,605228
Centeno_15818,518542
Lagares_11528,501571
Gausman_13974,592332
Pillar_15766,607680
Davis_12147,501981
Wong_14346,543939
Gibson_11787,502043
García_12044,544725
Watkins_12076,543894
Ozuna_12103,542303
Semien_14066,543760
Davidson_14064,571602
Magill_12644,543483
Shoemaker_14219,533167
Stassi_14180,545358
Blazek_16104,518468
Choice_14349,574831
Tonkin_14324,543859
Wacha_13219,608379
Kickham_15815,592464
Kickham_15815,592464
Montgomery_11763,543557
Zunino_13291,572287
Zunino_13291,572287
Castellanos_14145,592206
Arenado_12643,571448
García_14231,607162
Guilmet_14101,543258
Berry_10665,450641
Erlin_12270,572362
Grossman_12269,543257
Goins_14354,572365
Pressly_12173,519151
Gennett_13290,571697
Nolin_15802,543594
Maness_12834,595307
Gray_14331,543243
Wright_12039,453214
McFarland_12059,519008
Walker_14342,592836
Roark_14355,543699
Beckham_11764,542921
d'Arnaud_11720,518595
Gosewisch_13990,488912
Lyons_15760,544928
Nuno_12645,573064
Nuno_12645,573064
Myers_11711,571976
Flores_11526,527038
Bogaerts_14035,593428
Rosscup_14048,573127
Wheeler_11933,554430
Spruill_12085,543809
Yelich_14316,592885
Yelich_14316,592885
Brasier_12089,518489
Hanson_7229,462102
Jackson_7383,457706
McDonald_7490,457428
Medlen_7234,450665
Colvin_7266,502125
Matusz_7241,451085
Boggs_7373,459939
Bastardo_7469,455374
Blanco_7414,453923
Blanco_7414,453923
Cabrera_5348,465784
Wright_392,449079
Marson_7301,453974
Neshek_531,450212
Webb_7412,444436
Árias_10701,435078
Árias_10701,435078
Herrera_7638,468406
Frandsen_724,435623
Fuld_7659,453539
Kinney_785,448337
Outman_5320,489189
Blanks_7500,452035
Hayes_7401,451109
Wood_7426,502028
Burton_203,454537
Greinke_407,425844
Hamilton_887,285078
Swisher_191,430897
Pagán_556,434636
Victorino_656,425664
Ryu_11710,547943
Lohse_787,346798
Soriano_40,400089
Dempster_136,133225
Hunter_437,116338
Ortiz_100,120074
LaRoche_700,425560
Scutaro_912,340192
Affeldt_197,346793
McCarthy_890,435221
Kuroda_472,493133
Blanton_602,430599
Haren_7,429717
Suzuki_768,400085
Adams_5350,430606
Pettitte_594,120485
Youkilis_110,425903
Berkman_368,204020
Izturis_438,430895
Correia_721,429781
Villanueva_512,453646
Fujikawa_11691,493117
Soria_422,465657
Burnett_5329,430634
Pierzynski_188,150229
Choate_6457,329092
Myers_648,408206
Grilli_288,276351
Ross_5175,424325
Reynolds_124,448602
Peralta_419,407908
Feldman_5388,444857
Gorzelanny_698,452733
Baker_514,435044
Wigginton_390,421064
Uehara_5182,493157
Pelfrey_557,460059
Hannahan_629,435219
Marcum_900,451788
Hernandez_243,433584
Lindstrom_326,434637
Polanco_297,135784
Soto_161,434567
Karstens_587,444371
Johnson_23,430637
Torres_5357,400083
Loney_475,425766
Hafner_348,400098
Navarro_858,425900
Pierre_479,334393
Frasor_897,430630
Volstad_5248,458690
Perez_558,424144
Hinske_852,400134
Camp_5402,425861
Farnsworth_581,150035
Bay_691,424726
Wilson_741,451216
Raburn_298,430605
Parra_504,448159
Kazmir_862,431148
Pena_7424,430910
Nieves_5414,408242
Lyon_114,407193
Duke_695,435043
Wise_5212,276547
Garland_435,279782
Verlander_310,434378
Hernandez_756,433587
Wright_569,431151
Kinsler_880,435079
Molina_792,425877
Encarnacion_210,429665
Peavy_683,408241
Quentin_189,435041
Marshall_5195,445156
Iannetta_261,455104
Perkins_5291,450282
Lewis_6464,407890
Hechavarria_6509,588751
Iglesias_8454,578428
Grandal_8791,518735
Torres_10695,448614
Rivera_14336,425784
Alvarez_14141,501625
Adduci_14350,451192
Achter_16099,592091
Altherr_16050,571437
Barrett_16013,502578
Sanchez_15688,592717
Duvall_15673,594807
Chafin_15178,605177
Susac_15670,572180
Wilkins_14076,519421
DeSclafani_15788,543101
Alcantara_14049,570489
Alcantara_14049,570489
Wojciechowski_14185,592879
Adams_27989,542866
Paulsen_14139,572019
Rowen_14352,594985
Hardy_14150,543278
Treinen_16022,595014
Mitchell_15663,571951
Cron_14209,543068
Joseph_13986,543376
Bedrosian_15656,592135
Frias_14221,516910
Smith_16038,605476
Sadler_15710,594987
Whitley_15664,595032
Shreve_16072,592741
Cuthbert_14199,596144
Dominguez_15797,458689
Taylor_15676,621035
Bergman_14126,548357
Colon_14198,518568
Walker_16511,572233
Spangenberg_16045,605486
Spangenberg_16045,605486
Adames_12066,542436
Casali_15679,592200
Pompey_15801,592647
Butler_12035,576788
Butler_12035,576788
Peralta_15652,444482
Herrera_15768,599096
Leone_15674,608678
Escobar_15690,546276
Escobar_15690,546276
Inciarte_12151,542255
Hernandez_15789,571771
Campbell_15150,493472
Suarez_14147,553993
Marshall_15651,605359
Garces_15764,571057
Garces_15764,571057
Springer_14174,543807
Garcia_15761,594824
Polanco_15330,570256
Strickland_12095,519326
Realmuto_16097,592663
Peterson_15739,607054
Peterson_15739,607054
deGrom_15662,594798
Goebbert_15711,572876
Goebbert_15711,572876
Lamb_14006,571875
Jones_14395,571825
McCann_14154,543510
Parker_16040,592620
Báez_14056,595879
Hahn_15668,534910
Aguilar_14104,542583
Pederson_14229,592626
Panik_15671,605412
Rodriguez_16049,570257
Singleton_14179,572138
Polanco_16102,593871
Bour_15293,571506
Giles_15666,571704
Graveman_16023,608665
Kiermaier_15681,595281
Quackenbush_15669,534812
Quackenbush_15669,534812
Yates_15678,489446
Crockett_15654,641490
Hendricks_14051,543294
Hendricks_14051,543294
Lobstein_12106,543456
Ryan_16078,594986
Adams_14200,572669
Garcia_16053,472610
Banuelos_11760,544365
Stroman_15687,573186
A. Taylor_15817,572191
Mariot_14195,592527
Rojas_14228,500743
Foltynewicz_14161,592314
Morin_14204,573046
Betts_15744,605141
Betts_15744,605141
Ramirez_11468,519166
Ramirez_11468,519166
Ahmed_14003,605113
Greenwood_15677,572889
Martinez_15682,607259
Tropeano_14163,607374
Baez_15657,520980
Alvarez_15795,571439
Montero_15709,606160
Grichuk_15765,545341
Ray_14151,592662
Pérez_14111,547379
Elias_14359,606273
Odor_15684,596059
Buchter_14010,488748
Rua_16027,607387
Liriano_12056,542642
Liriano_12056,542642
Tuivailala_16033,592815
Greene_14328,572888
Patton_15814,607359
Romero_14344,552662
Matz_16106,571927
Souza_15689,519306
Kahnle_14119,592454
La Stella_14030,600303
Pham_16031,502054
Telis_15759,542513
Thompson_14067,572204
May_15692,543507
Barnhart_14085,571466
Matzek_14120,554431
Solarte_14364,500208
Solarte_14364,500208
Sánchez_14065,570560
Claudio_15721,592222
Heaney_15790,571760
Farmer_15720,571656
Bassitt_14068,605135
Martin_14131,455119
Knebel_16026,608349
VerHagen_14152,572403
Gonzales_18161,594835
Singleton_14179,572138
Chapman_6462,547973
Alvarez_7478,476883
Strasburg_6865,544931
Ogando_7561,468396
Cotts_135,425840
Rogers_7315,469134
Crow_7660,543070
Beachy_7227,545404
Carp_7516,455077
Bourjos_7318,488721
Salas_7378,477569
Ramos_7537,459987
Cervelli_5308,465041
Herrmann_7299,497807
LeCure_7286,459967
Collmenter_8796,518567
Canó_576,429664
McCann_29,435263
Granderson_5240,434158
Peralta_357,425509
Jiménez_262,434622
Hudson_20,218596
Ruiz_652,434563
Burnett_894,150359
Byrd_885,407781
Benoit_864,276542
Uribe_6460,346874
Santana_450,429722
Lopez_94,425657
Morneau_529,408047
Balfour_5382,346797
Johnson_324,435178
Thornton_193,407819
Vogelsong_8742,285064
Downs_896,275933
Floyd_177,425856
Baker_248,425557
Crain_518,430884
Rodriguez_449,408061
Suzuki_626,435559
Konerko_180,117244
Roberts_74,406878
Arencibia_7346,450317
Wright_875,124604
Buck_395,407833
Gutierrez_347,429711
Wolf_688,150116
Hill_145,448179
Coghlan_5252,458085
Escalona_7308,467850
Peguero_11492,501317
Pedroia_102,456030
Zimmerman_939,475582
Wainwright_802,425794
Utley_655,400284
Dickey_5288,285079
Jeter_586,116539
Putz_764,407816
Sweeney_628,435220
Bauer_8645,545333
Garcia_16092,554340
Butler_14128,572750
Norris_16604,596057
Pena_14197,506747
Smolinski_15686,519295
Barnes_14038,598264
Gore_15776,605253
Cole_16014,595918
Schugel_13997,519263
Brooks_14189,605156
Nola_17684,605400
Conley_16533,543045
Morgan_16571,605388
Russell_16607,608365
Russell_16607,608365
Houser_18235,605288
Dickerson_16580,543105
Bellatti_17419,571479
Faulkner_18150,605226
Bradley_13994,605151
Barnes_16094,605131
Hedges_17355,595978
Swihart_14043,596119
Pinder_16564,572038
Drury_15179,592273
Finnegan_16085,605232
Johnson_18038,598271
Buxton_17603,621439
Correa_14168,621043
Pérez_14166,542208
Rodon_16709,607074
Chi Gonzalez_17558,592346
Chi Gonzalez_17558,592346
Anderson_16519,594736
Rea_18111,607067
Seager_18169,608369
Winkler_16502,595465
Coulombe_16093,543056
DeShields_14172,592261
Marrero_14044,571918
Travis_14156,581527
Machado_16524,553988
Santana_14177,570267
Rucinski_16087,607968
Garneau_14134,572863
Rosario_16540,592696
Rodriguez_13984,593958
Diaz_16575,553869
Vázquez_16020,553878
Lindor_14113,596019
Montas_16515,593423
Sánchez_16110,596142
Soto_18178,543803
Bird_18114,595885
Robles_12080,570663
Alberto_16595,593643
Neris_16572,593576
Leathersich_16555,605333
Lindgren_17545,605338
Díaz_16088,545064
Pazos_18157,572021
Jackson_18217,543351
Ferrell_17972,594815
Eickhoff_16597,595191
Bandy_14206,542908
Ross_17579,605452
Gallo_17565,608336
Hicks_16590,543308
Gray_14130,592351
