,Index,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
596,5439,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,0,2,0,0,0,0,0,7,69,9.29,4.0,18.0,0.0,18.0,0.0,0.0
597,5072,1,1,0.5,3.1,34,3,3,0,0,0,49.1,37,18,17,8,20,0,75,2,0,1,205,136,3.69,1.155,6.8,1.5,3.6,13.7,3.75
598,-1,0,0,0.0,37.8,3,0,2,0,0,0,1.2,3,7,7,1,6,0,2,0,0,2,14,13,19.49,5.4,16.2,5.4,32.4,10.8,0.33
599,4211,4,2,0.667,2.08,39,0,26,0,0,14,43.1,31,13,10,5,13,1,48,2,0,4,170,200,3.61,1.015,6.4,1.0,2.7,10.0,3.69
600,3945,0,1,0.0,6.1,9,0,2,0,0,0,10.1,17,10,7,1,4,0,13,0,0,0,50,75,3.19,2.032,14.8,0.9,3.5,11.3,3.25
601,3362,0,3,0.0,7.36,3,3,0,0,0,0,14.2,12,12,12,4,9,0,11,0,0,4,65,59,7.18,1.432,7.4,2.5,5.5,6.8,1.22
602,-1,0,0,0.0,2.7,3,0,3,0,0,0,3.1,2,1,1,0,2,0,1,0,0,0,14,199,4.49,1.2,5.4,0.0,5.4,2.7,0.5
603,-1,0,0,0.0,13.5,1,0,1,0,0,0,0.2,1,1,1,0,1,0,0,0,0,0,4,49,7.79,3.0,13.5,0.0,13.5,0.0,0.0
604,-1,0,0,0.0,0.0,2,0,2,0,0,0,2.2,1,0,0,0,1,0,1,0,0,0,10,0,3.66,0.75,3.4,0.0,3.4,3.4,1.0
605,6261,6,5,0.545,2.69,14,14,0,0,0,0,83.2,63,27,25,8,18,0,88,2,0,1,328,161,3.15,0.968,6.8,0.9,1.9,9.5,4.89
606,-1,0,0,0.0,0.0,1,0,1,0,0,0,3.1,0,0,0,0,0,0,5,0,0,0,10,0,0.29,0.0,0.0,0.0,0.0,13.5,0.0
607,3099,2,2,0.5,6.91,12,12,0,0,0,0,56.0,68,44,43,13,25,0,66,0,0,3,253,61,5.29,1.661,10.9,2.1,4.0,10.6,2.64
608,5433,0,0,0.0,9.0,9,0,0,0,0,0,8.0,9,9,8,2,6,0,10,0,0,0,38,54,6.29,1.875,10.1,2.3,6.8,11.3,1.67
609,3527,0,0,0.0,9.0,1,0,1,0,0,0,3.0,3,3,3,0,1,0,1,0,0,0,12,51,3.62,1.333,9.0,0.0,3.0,3.0,1.0
610,4233,0,0,0.0,5.06,11,0,8,0,0,0,10.2,14,6,6,1,3,1,11,0,0,0,49,89,3.29,1.594,11.8,0.8,2.5,9.3,3.67
611,4035,5,3,0.625,3.03,38,0,5,0,0,1,32.2,19,12,11,4,16,2,42,3,0,2,135,143,4.05,1.071,5.2,1.1,4.4,11.6,2.63
612,1984,1,2,0.333,4.0,4,4,0,0,0,0,18.0,16,9,8,2,6,0,19,3,0,0,79,110,4.12,1.222,8.0,1.0,3.0,9.5,3.17
613,4048,3,4,0.429,2.2,44,0,7,0,0,2,49.0,39,13,12,3,14,2,38,1,0,0,200,196,3.45,1.082,7.2,0.6,2.6,7.0,2.71
614,712,0,0,0.0,18.0,2,0,2,0,0,0,2.0,6,4,4,0,1,0,1,0,0,0,13,28,3.79,3.5,27.0,0.0,4.5,4.5,1.0
615,5063,4,5,0.444,2.97,41,0,35,0,0,26,39.1,33,13,13,4,13,4,48,1,1,0,163,142,3.24,1.169,7.6,0.9,3.0,11.0,3.69
616,3922,2,0,1.0,2.55,13,0,3,0,0,0,17.2,9,6,5,1,8,0,18,0,0,0,69,173,3.35,0.962,4.6,0.5,4.1,9.2,2.25
617,-1,0,4,0.0,9.0,4,4,0,0,0,0,18.0,27,22,18,5,14,0,6,1,0,0,95,46,8.73,2.278,13.5,2.5,7.0,3.0,0.43
618,230,2,1,0.667,5.21,32,0,11,0,0,0,38.0,39,22,22,6,16,0,38,3,0,1,165,86,4.84,1.447,9.2,1.4,3.8,9.0,2.38
619,-1,2,1,0.667,5.48,37,0,14,0,0,0,42.2,47,28,26,8,21,1,38,6,1,3,198,79,5.84,1.594,9.9,1.7,4.4,8.0,1.81
620,-1,0,0,0.0,22.09,4,0,1,0,0,0,3.2,8,9,9,3,4,0,3,2,1,0,25,22,17.2,3.273,19.6,7.4,9.8,7.4,0.75
621,-1,2,1,0.667,3.92,33,0,13,0,0,0,39.0,39,19,17,5,17,1,35,4,0,3,173,109,4.78,1.436,9.0,1.2,3.9,8.1,2.06
622,3762,9,6,0.6,3.88,20,20,0,1,1,0,118.1,102,53,51,19,22,0,141,4,0,3,480,111,3.65,1.048,7.8,1.4,1.7,10.7,6.41
623,-1,1,0,1.0,8.03,8,0,3,0,0,0,12.1,16,11,11,0,5,0,5,4,0,1,61,60,4.67,1.703,11.7,0.0,3.6,3.6,1.0
624,5348,5,2,0.714,4.58,11,11,0,0,0,0,59.0,55,31,30,8,15,0,71,6,0,2,249,102,3.71,1.186,8.4,1.2,2.3,10.8,4.73
625,228,0,3,0.0,3.06,7,7,0,0,0,0,35.1,31,15,12,5,6,0,30,0,0,2,140,142,3.94,1.047,7.9,1.3,1.5,7.6,5.0
626,754,4,3,0.571,3.35,36,0,3,0,0,0,37.2,20,16,14,6,14,1,40,1,0,0,143,125,4.43,0.903,4.8,1.4,3.3,9.6,2.86
627,4759,5,7,0.417,4.16,17,17,0,0,0,0,93.0,92,49,43,7,39,2,77,4,0,4,412,107,4.0,1.409,8.9,0.7,3.8,7.5,1.97
628,3764,0,0,0.0,4.5,10,0,8,0,0,0,14.0,15,7,7,3,9,0,14,0,0,2,66,98,6.0,1.714,9.6,1.9,5.8,9.0,1.56
629,-1,1,0,1.0,7.07,14,0,3,0,0,0,14.0,17,13,11,2,10,0,13,0,0,2,70,68,5.43,1.929,10.9,1.3,6.4,8.4,1.3
630,-1,1,0,1.0,6.23,8,0,3,0,0,0,8.2,8,6,6,2,5,0,11,1,0,0,40,69,5.83,1.5,8.3,2.1,5.2,11.4,2.2
631,-1,1,0,1.0,2.7,3,0,1,0,0,0,3.1,4,1,1,0,5,1,1,0,0,0,18,192,7.19,2.7,10.8,0.0,13.5,2.7,0.2
632,726,2,0,1.0,2.59,44,0,7,0,0,1,48.2,50,15,14,1,11,0,48,3,0,1,207,169,2.45,1.253,9.2,0.2,2.0,8.9,4.36
633,724,2,1,0.667,2.54,29,0,12,0,0,0,28.1,26,9,8,1,13,1,29,2,0,1,124,163,3.29,1.376,8.3,0.3,4.1,9.2,2.23
634,4227,4,4,0.5,4.54,29,0,5,0,0,0,37.2,28,19,19,4,13,0,52,1,0,2,153,97,3.02,1.088,6.7,1.0,3.1,12.4,4.0
635,4204,8,4,0.667,4.2,18,18,0,0,0,0,100.2,92,48,47,22,28,0,114,3,0,1,416,98,4.79,1.192,8.2,2.0,2.5,10.2,4.07
636,3376,6,6,0.5,4.33,21,20,1,0,0,0,99.2,104,54,48,15,28,0,97,6,2,3,431,98,4.32,1.324,9.4,1.4,2.5,8.8,3.46
637,3510,1,2,0.333,3.15,13,2,7,0,0,1,34.1,32,13,12,4,11,0,18,0,0,1,142,140,4.72,1.252,8.4,1.0,2.9,4.7,1.64
638,-1,0,0,0.0,0.0,1,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,0,1.79,0.75,6.8,0.0,0.0,6.8,0.0
639,3416,1,0,1.0,2.12,18,0,2,0,0,0,17.0,14,5,4,1,8,0,21,1,0,0,70,224,3.17,1.294,7.4,0.5,4.2,11.1,2.63
640,1977,4,3,0.571,2.87,46,0,8,0,0,2,47.0,33,15,15,2,18,2,71,3,0,0,189,152,2.16,1.085,6.3,0.4,3.4,13.6,3.94
641,20,0,0,0.0,7.36,11,1,2,0,0,0,11.0,13,10,9,2,8,2,12,2,0,1,55,66,6.2,1.909,10.6,1.6,6.5,9.8,1.5
642,20,0,0,0.0,5.4,5,1,1,0,0,0,5.0,7,4,3,2,4,0,4,1,0,1,25,94,9.89,2.2,12.6,3.6,7.2,7.2,1.0
643,20,0,0,0.0,9.0,6,0,1,0,0,0,6.0,6,6,6,0,4,2,8,1,0,0,30,52,3.12,1.667,9.0,0.0,6.0,12.0,2.0
644,20,0,0,0.0,4.91,4,1,1,0,0,0,3.2,6,3,2,1,4,0,2,1,0,1,20,103,9.83,2.727,14.7,2.5,9.8,4.9,0.5
645,20,0,0,0.0,6.75,1,0,0,0,0,0,1.1,1,1,1,1,0,0,2,0,0,0,5,77,10.04,0.75,6.8,6.8,0.0,13.5,0.0
646,-1,1,7,0.125,7.18,20,13,3,0,0,0,72.2,90,61,58,17,24,1,54,7,0,3,336,70,6.12,1.569,11.1,2.1,3.0,6.7,2.25
647,4731,1,7,0.125,4.19,20,20,0,0,0,0,111.2,93,55,52,24,24,0,101,11,0,1,454,97,5.21,1.048,7.5,1.9,1.9,8.1,4.21
648,457,7,5,0.583,3.27,18,18,0,0,0,0,99.0,75,41,36,11,50,0,125,3,1,8,421,126,3.81,1.263,6.8,1.0,4.5,11.4,2.5
649,1548,0,1,0.0,4.7,2,2,0,0,0,0,7.2,7,4,4,3,2,0,4,0,0,0,30,111,8.12,1.174,8.2,3.5,2.3,4.7,2.0
650,460,1,4,0.2,6.66,10,10,0,0,0,0,48.2,64,41,36,12,22,1,40,2,2,0,233,64,6.33,1.767,11.8,2.2,4.1,7.4,1.82
651,6269,3,0,1.0,2.95,41,0,28,0,0,19,39.2,27,13,13,4,13,1,58,0,0,1,155,140,2.66,1.008,6.1,0.9,2.9,13.2,4.46
652,3504,0,0,0.0,9.39,6,0,2,0,0,0,7.2,11,8,8,2,3,0,4,2,0,1,38,48,7.59,1.826,12.9,2.3,3.5,4.7,1.33
653,2044,3,0,1.0,4.91,5,5,0,0,0,0,25.2,19,14,14,4,11,0,18,0,0,0,105,91,5.2,1.169,6.7,1.4,3.9,6.3,1.64
654,-1,0,0,0.0,2.7,5,0,1,0,0,0,6.2,6,2,2,0,2,0,5,1,0,0,29,181,3.14,1.2,8.1,0.0,2.7,6.8,2.5
655,482,0,0,0.0,3.0,3,0,3,0,0,0,3.0,7,1,1,0,0,0,0,1,0,0,17,161,4.29,2.333,21.0,0.0,0.0,0.0,0.0
656,-1,1,2,0.333,4.46,41,0,9,0,0,0,36.1,37,19,18,6,11,0,38,1,0,3,156,98,4.33,1.321,9.2,1.5,2.7,9.4,3.45
657,3528,4,2,0.667,5.0,9,9,0,0,0,0,45.0,42,25,25,4,22,0,25,1,0,3,193,91,4.87,1.422,8.4,0.8,4.4,5.0,1.14
658,4776,2,1,0.667,4.44,10,2,3,0,0,0,24.1,21,15,12,4,15,0,25,0,1,4,107,101,5.22,1.479,7.8,1.5,5.5,9.2,1.67
659,3162,3,2,0.6,3.2,41,0,2,0,0,1,39.1,20,14,14,4,23,1,48,7,0,3,164,149,4.46,1.093,4.6,0.9,5.3,11.0,2.09
660,3408,6,8,0.429,5.55,20,20,0,0,0,0,108.2,124,69,67,12,36,0,90,5,0,2,479,79,4.2,1.472,10.3,1.0,3.0,7.5,2.5
661,3246,0,1,0.0,5.25,3,3,0,0,0,0,12.0,10,7,7,0,3,0,14,1,0,0,48,84,1.96,1.083,7.5,0.0,2.3,10.5,4.67
662,4060,0,0,0.0,15.0,1,0,0,0,0,0,3.0,9,5,5,1,0,0,5,0,0,1,18,32,4.29,3.0,27.0,3.0,0.0,15.0,0.0
663,-1,0,1,0.0,6.89,6,1,2,0,0,0,15.2,21,14,12,6,4,0,10,3,0,1,73,64,8.33,1.596,12.1,3.4,2.3,5.7,2.5
664,-1,1,1,0.5,6.75,9,0,4,0,0,0,12.0,14,9,9,1,6,0,9,1,0,1,53,62,4.62,1.667,10.5,0.8,4.5,6.8,1.5
665,469,4,3,0.571,4.5,35,0,9,0,0,2,32.0,30,20,16,4,16,0,36,4,0,1,141,92,4.54,1.438,8.4,1.1,4.5,10.1,2.25
666,2019,1,3,0.25,2.75,36,0,28,0,0,17,36.0,21,12,11,2,8,2,38,0,0,1,135,160,2.57,0.806,5.3,0.5,2.0,9.5,4.75
667,5375,1,0,1.0,4.32,4,3,0,0,0,0,16.2,13,10,8,5,6,0,15,1,0,1,69,106,6.65,1.14,7.0,2.7,3.2,8.1,2.5
668,337,7,7,0.5,4.69,20,19,0,0,0,0,103.2,108,59,54,17,36,0,91,4,1,3,452,95,4.82,1.389,9.4,1.5,3.1,7.9,2.53
669,4031,6,8,0.429,2.67,20,20,0,0,0,0,108.0,79,33,32,11,59,0,143,2,0,8,453,153,3.66,1.278,6.6,0.9,4.9,11.9,2.42
670,728,0,0,0.0,7.71,5,0,1,0,0,0,4.2,7,4,4,0,4,0,3,0,0,0,25,61,4.57,2.357,13.5,0.0,7.7,5.8,0.75
671,-1,0,0,0.0,12.15,5,0,2,0,0,0,13.1,17,18,18,2,11,0,6,1,0,1,67,36,7.04,2.1,11.5,1.4,7.4,4.1,0.55
672,1999,0,0,0.0,1.99,9,0,3,0,0,1,22.2,15,8,5,0,9,1,21,3,1,0,96,221,3.02,1.059,6.0,0.0,3.6,8.3,2.33
673,4773,0,0,0.0,3.38,15,0,3,0,0,0,16.0,10,7,6,1,13,0,26,5,0,0,74,134,4.23,1.438,5.6,0.6,7.3,14.6,2.0
674,3497,2,1,0.667,5.52,6,5,0,0,0,0,29.1,32,18,18,7,11,0,23,4,0,2,131,82,6.36,1.466,9.8,2.1,3.4,7.1,2.09
675,216,2,4,0.333,4.66,42,0,9,0,0,1,36.2,29,21,19,2,16,0,37,2,0,4,155,93,3.45,1.227,7.1,0.5,3.9,9.1,2.31
676,31,0,0,0.0,13.5,2,0,2,0,0,0,2.2,5,4,4,1,2,0,2,0,0,0,14,36,8.91,2.625,16.9,3.4,6.8,6.8,1.0
677,3530,0,1,0.0,10.8,2,0,0,0,0,0,1.2,1,2,2,0,3,1,3,0,0,1,8,49,5.09,2.4,5.4,0.0,16.2,16.2,1.0
678,723,2,1,0.667,4.26,41,0,7,0,0,0,31.2,27,15,15,3,5,1,31,2,0,2,122,97,3.23,1.011,7.7,0.9,1.4,8.8,6.2
679,1935,2,0,1.0,0.56,3,3,0,0,0,0,16.0,4,1,1,1,4,0,24,0,0,0,55,745,1.85,0.5,2.3,0.6,2.3,13.5,6.0
680,1558,0,0,0.0,6.75,4,0,4,0,0,0,4.0,7,3,3,1,0,0,1,1,0,0,18,70,6.79,1.75,15.8,2.3,0.0,2.3,0.0
681,710,2,1,0.667,4.76,36,0,8,0,0,0,34.0,31,19,18,4,19,1,35,0,1,2,150,89,4.44,1.471,8.2,1.1,5.0,9.3,1.84
682,3757,0,0,0.0,5.4,21,1,5,0,0,0,20.0,16,12,12,1,13,0,24,2,0,3,89,83,3.79,1.45,7.2,0.5,5.9,10.8,1.85
683,339,10,3,0.769,2.95,18,18,0,0,0,0,103.2,94,37,34,6,21,0,96,6,1,4,423,152,2.97,1.109,8.2,0.5,1.8,8.3,4.57
684,751,5,4,0.556,3.21,44,0,8,0,0,2,42.0,41,18,15,6,15,0,44,1,0,2,180,130,4.19,1.333,8.8,1.3,3.2,9.4,2.93
685,4754,1,4,0.2,4.15,36,0,10,0,0,0,30.1,22,16,14,5,13,1,41,0,0,0,124,105,4.01,1.154,6.5,1.5,3.9,12.2,3.15
686,4754,0,3,0.0,5.14,18,0,5,0,0,0,14.0,12,9,8,3,8,1,17,0,0,0,61,89,5.36,1.429,7.7,1.9,5.1,10.9,2.13
687,4754,1,1,0.5,3.31,18,0,5,0,0,0,16.1,10,7,6,2,5,0,24,0,0,0,63,127,2.86,0.918,5.5,1.1,2.8,13.2,4.8
688,3758,2,0,1.0,0.7,25,0,4,0,0,1,25.2,15,2,2,1,11,3,35,1,0,1,99,623,2.47,1.013,5.3,0.4,3.9,12.3,3.18
689,2046,0,0,0.0,12.75,4,3,0,0,0,0,12.0,28,18,17,1,8,0,8,0,0,0,71,36,5.04,3.0,21.0,0.8,6.0,6.0,1.0
690,737,0,1,0.0,9.9,3,2,0,0,0,0,10.0,15,11,11,1,7,0,8,0,1,0,52,49,5.09,2.2,13.5,0.9,6.3,7.2,1.14
691,213,6,3,0.667,3.6,31,9,4,0,0,1,60.0,47,25,24,9,15,0,76,3,1,1,241,120,3.61,1.033,7.1,1.4,2.3,11.4,5.07
692,3409,1,1,0.5,4.09,39,0,17,0,0,1,50.2,42,25,23,3,13,0,55,1,0,4,205,107,2.72,1.086,7.5,0.5,2.3,9.8,4.23
693,5363,11,3,0.786,3.78,20,20,0,0,0,0,116.2,92,53,49,16,35,1,189,6,2,4,476,119,2.89,1.089,7.1,1.2,2.7,14.6,5.4
694,4708,0,3,0.0,5.92,14,9,2,0,0,0,51.2,58,35,34,13,11,0,42,1,1,0,220,73,5.63,1.335,10.1,2.3,1.9,7.3,3.82
695,3363,10,7,0.588,3.09,21,21,0,1,1,0,122.1,94,47,42,7,46,0,105,3,0,2,498,145,3.52,1.144,6.9,0.5,3.4,7.7,2.28
696,779,3,5,0.375,4.54,36,0,5,0,0,0,35.2,32,18,18,3,10,1,37,8,0,0,156,96,3.82,1.178,8.1,0.8,2.5,9.3,3.7
697,4766,1,2,0.333,9.62,6,6,0,0,0,0,24.1,37,27,26,9,15,0,21,0,0,1,123,47,8.22,2.137,13.7,3.3,5.5,7.8,1.4
698,215,2,5,0.286,4.07,13,13,0,0,0,0,73.0,75,34,33,7,27,0,67,1,0,4,313,106,3.85,1.397,9.2,0.9,3.3,8.3,2.48
699,1252,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,3.29,0.0,0.0,0.0,0.0,0.0,0.0
700,-1,0,0,0.0,8.1,4,0,3,0,0,0,6.2,4,6,6,2,4,0,7,0,0,0,28,57,6.89,1.2,5.4,2.7,5.4,9.5,1.75
701,-1,0,0,0.0,6.23,3,0,0,0,0,0,4.1,3,3,3,2,3,0,4,0,0,0,18,74,9.52,1.385,6.2,4.2,6.2,8.3,1.33
702,3165,4,0,1.0,2.74,32,0,8,0,0,0,42.2,35,18,13,2,14,0,35,1,0,1,175,185,3.31,1.148,7.4,0.4,3.0,7.4,2.5
703,5071,2,2,0.5,2.93,46,0,8,0,0,2,46.0,31,15,15,6,17,0,51,0,0,0,180,144,3.88,1.043,6.1,1.2,3.3,10.0,3.0
704,-1,0,0,0.0,18.0,1,0,1,0,0,0,1.0,1,2,2,1,1,0,0,0,0,0,5,31,19.29,2.0,9.0,9.0,9.0,0.0,0.0
705,-1,1,4,0.2,7.16,12,12,0,0,0,0,55.1,71,44,44,12,9,0,38,6,0,0,246,62,5.55,1.446,11.5,2.0,1.5,6.2,4.22
706,332,3,6,0.333,6.05,16,16,0,0,0,0,77.1,85,57,52,14,23,0,67,3,0,1,335,74,4.92,1.397,9.9,1.6,2.7,7.8,2.91
707,-1,0,1,0.0,3.57,15,0,6,0,0,1,17.2,13,8,7,2,12,1,14,1,0,0,75,116,5.38,1.415,6.6,1.0,6.1,7.1,1.17
708,4732,0,1,0.0,4.76,2,0,1,0,0,0,5.2,3,3,3,2,5,0,3,0,0,1,24,91,9.47,1.412,4.8,3.2,7.9,4.8,0.6
709,3417,1,3,0.25,8.15,17,1,4,0,0,0,17.2,22,17,16,4,9,1,26,0,1,1,83,55,4.82,1.755,11.2,2.0,4.6,13.2,2.89
710,-1,2,4,0.333,4.01,9,9,0,0,0,0,51.2,46,24,23,8,11,0,35,3,2,0,208,109,4.76,1.103,8.0,1.4,1.9,6.1,3.18
711,-1,2,2,0.5,7.59,12,0,2,0,0,0,10.2,18,11,9,3,4,1,11,3,0,0,57,62,6.85,2.063,15.2,2.5,3.4,9.3,2.75
712,-1,2,2,0.5,7.27,10,0,2,0,0,0,8.2,15,9,7,2,3,1,10,2,0,0,46,63,5.71,2.077,15.6,2.1,3.1,10.4,3.33
713,-1,0,0,0.0,9.0,2,0,0,0,0,0,2.0,3,2,2,1,1,0,1,1,0,0,11,57,11.79,2.0,13.5,4.5,4.5,4.5,1.0
714,-1,0,0,0.0,4.91,9,0,4,0,0,0,11.0,14,6,6,3,2,0,5,0,0,1,48,86,6.47,1.455,11.5,2.5,1.6,4.1,2.5
715,3750,0,1,0.0,1.74,12,0,2,0,0,0,10.1,8,3,2,1,2,0,10,0,0,0,40,256,3.19,0.968,7.0,0.9,1.7,8.7,5.0
716,3949,0,0,0.0,27.0,1,0,1,0,0,0,1.0,3,3,3,1,0,0,1,0,0,0,6,21,14.29,3.0,27.0,9.0,0.0,9.0,0.0
717,366,2,2,0.5,4.22,15,0,3,0,0,0,21.1,14,10,10,1,14,0,16,0,0,2,91,107,4.37,1.313,5.9,0.4,5.9,6.8,1.14
718,3971,3,3,0.5,4.43,38,0,3,0,0,1,44.2,41,24,22,3,18,0,39,3,0,3,188,94,3.83,1.321,8.3,0.6,3.6,7.9,2.17
719,6276,1,2,0.333,6.11,18,0,3,0,0,0,17.2,14,13,12,2,7,0,12,3,0,2,76,68,5.1,1.189,7.1,1.0,3.6,6.1,1.71
720,3927,2,3,0.4,5.79,13,0,0,0,0,0,14.0,17,10,9,1,11,0,19,0,0,1,67,77,3.86,2.0,10.9,0.6,7.1,12.2,1.73
721,715,0,0,0.0,1.69,4,0,0,0,0,0,5.1,7,1,1,0,1,0,5,0,0,0,22,265,1.98,1.5,11.8,0.0,1.7,8.4,5.0
722,475,5,2,0.714,3.22,24,0,6,0,0,1,50.1,37,21,18,6,11,0,42,1,0,1,196,141,3.89,0.954,6.6,1.1,2.0,7.5,3.82
723,3755,1,3,0.25,2.84,42,0,8,0,0,2,38.0,38,15,12,2,11,3,36,1,0,0,161,145,3.03,1.289,9.0,0.5,2.6,8.5,3.27
724,-1,0,3,0.0,4.2,7,4,1,0,0,0,30.0,19,14,14,2,22,0,25,3,1,2,129,105,4.99,1.367,5.7,0.6,6.6,7.5,1.14
725,-1,0,1,0.0,4.91,1,1,0,0,0,0,3.2,3,2,2,0,5,0,2,0,0,1,19,93,6.29,2.182,7.4,0.0,12.3,4.9,0.4
726,-1,0,2,0.0,4.1,6,3,1,0,0,0,26.1,16,12,12,2,17,0,23,3,1,1,110,107,4.81,1.253,5.5,0.7,5.8,7.9,1.35
727,1569,0,0,0.0,13.5,2,0,2,0,0,0,2.0,4,3,3,2,0,0,1,0,0,0,10,43,15.29,2.0,18.0,9.0,0.0,4.5,0.0
728,220,1,4,0.2,7.26,7,7,0,0,0,0,31.0,37,26,25,5,15,0,24,3,0,2,145,60,5.58,1.677,10.7,1.5,4.4,7.0,1.6
729,-1,0,0,0.0,0.0,1,0,1,0,0,0,3.0,0,0,0,0,2,0,3,1,0,0,11,0,4.29,0.667,0.0,0.0,6.0,9.0,1.5
730,-1,0,0,0.0,36.0,1,0,0,0,0,0,1.0,3,4,4,0,2,0,1,0,0,0,8,16,7.29,5.0,27.0,0.0,18.0,9.0,0.5
731,-1,1,0,1.0,5.18,20,0,9,0,0,2,24.1,24,14,14,3,11,0,14,0,0,0,100,87,5.1,1.438,8.9,1.1,4.1,5.2,1.27
732,4222,0,4,0.0,9.82,5,5,0,0,0,0,18.1,27,22,20,9,14,0,9,0,0,1,93,52,10.98,2.236,13.3,4.4,6.9,4.4,0.64
733,-1,7,6,0.538,5.02,14,14,0,0,0,0,75.1,71,43,42,15,17,0,72,3,1,1,313,88,4.76,1.168,8.5,1.8,2.0,8.6,4.24
734,4395,0,0,0.0,2.08,3,0,2,0,0,0,4.1,3,1,1,0,1,0,7,0,1,0,17,225,0.75,0.923,6.2,0.0,2.1,14.5,7.0
735,14,2,2,0.5,5.2,6,6,0,0,0,0,27.2,33,16,16,6,10,0,23,1,0,0,123,81,5.64,1.554,10.7,2.0,3.3,7.5,2.3
736,7,8,6,0.571,2.94,19,19,0,1,1,0,122.1,104,45,40,9,30,0,133,5,0,5,495,142,2.93,1.095,7.7,0.7,2.2,9.8,4.43
737,-1,0,0,0.0,0.0,1,0,1,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,2,0,0.29,1.5,13.5,0.0,0.0,13.5,0.0
738,739,0,0,0.0,5.79,5,0,3,0,0,0,4.2,5,3,3,2,4,0,7,1,0,0,22,79,9.07,1.929,9.6,3.9,7.7,13.5,1.75
739,3963,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,3.29,0.0,0.0,0.0,0.0,0.0,0.0
740,2047,0,0,0.0,11.42,8,0,1,0,0,0,8.2,15,12,11,3,8,0,6,1,0,0,51,39,9.52,2.654,15.6,3.1,8.3,6.2,0.75
741,3769,3,3,0.5,5.3,10,10,0,0,0,0,56.0,60,33,33,14,16,0,54,1,0,2,241,82,5.52,1.357,9.6,2.3,2.6,8.7,3.38
742,-1,2,0,1.0,2.04,29,0,11,0,0,0,39.2,34,10,9,3,14,1,34,5,2,2,169,212,3.99,1.21,7.7,0.7,3.2,7.7,2.43
743,1285,1,1,0.5,1.17,3,3,0,0,0,0,15.1,9,2,2,1,7,0,10,3,0,0,65,368,4.79,1.043,5.3,0.6,4.1,5.9,1.43
744,-1,4,4,0.5,3.86,8,8,0,0,0,0,37.1,35,16,16,4,14,0,37,1,0,2,162,117,3.91,1.313,8.4,1.0,3.4,8.9,2.64
745,-1,4,0,1.0,4.7,36,0,10,0,0,0,38.1,38,23,20,6,18,2,40,2,1,3,176,93,4.8,1.461,8.9,1.4,4.2,9.4,2.22
746,0,4,5,0.444,3.47,14,14,0,0,0,0,83.0,70,35,32,9,26,0,70,1,0,3,340,119,3.99,1.157,7.6,1.0,2.8,7.6,2.69
747,2040,0,4,0.0,6.2,30,1,4,0,0,1,24.2,36,18,17,4,13,2,39,1,0,2,122,72,3.94,1.986,13.1,1.5,4.7,14.2,3.0
748,3102,0,0,0.0,3.0,5,0,1,0,0,0,9.0,9,3,3,1,1,1,7,1,0,0,35,145,3.84,1.111,9.0,1.0,1.0,7.0,7.0
749,3257,2,0,1.0,2.73,27,3,4,0,0,0,29.2,23,10,9,1,9,0,32,0,0,0,120,160,2.48,1.079,7.0,0.3,2.7,9.7,3.56
750,4073,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,3,0,6.29,1.0,0.0,0.0,9.0,0.0,0.0
751,-1,0,0,0.0,4.5,2,0,2,0,0,0,2.0,5,1,1,0,0,0,0,0,0,0,11,122,3.29,2.5,22.5,0.0,0.0,0.0,0.0
752,714,1,2,0.333,4.94,23,0,4,0,0,0,31.0,35,19,17,6,14,1,31,3,0,0,144,86,5.45,1.581,10.2,1.7,4.1,9.0,2.21
753,3403,8,2,0.8,2.84,15,15,0,0,0,0,85.2,67,27,27,8,25,0,73,2,1,3,343,144,3.74,1.074,7.0,0.8,2.6,7.7,2.92
754,-1,3,4,0.429,7.66,11,11,0,0,0,0,51.2,84,50,44,10,19,0,28,1,0,1,254,57,5.88,1.994,14.6,1.7,3.3,4.9,1.47
755,-1,0,0,0.0,15.43,3,0,2,0,0,0,2.1,6,5,4,0,2,0,2,0,0,0,15,32,4.15,3.429,23.1,0.0,7.7,7.7,1.0
756,4733,2,6,0.25,6.75,23,13,2,0,0,1,80.0,98,64,60,16,49,1,78,5,0,2,381,60,5.96,1.838,11.0,1.8,5.5,8.8,1.59
757,1272,0,1,0.0,3.86,1,1,0,0,0,0,4.2,4,2,2,2,1,0,2,0,0,0,19,114,8.65,1.071,7.7,3.9,1.9,3.9,2.0
758,493,0,1,0.0,6.75,8,0,1,0,0,0,6.2,7,6,5,0,6,0,6,0,0,1,32,64,4.19,1.95,9.5,0.0,8.1,8.1,1.0
